Time [sec]	Flow [L/min]	Outlet fluid Temp. [°C]	Inlet fluid Temp. [°C]	Cell cathode 1 Temp. [°C]	Cell cathode 2 Temp. [°C]	Cell cathode 3 Temp. [°C]	Cell anode 1 Temp. [°C]	Cell anode 2 Temp. [°C]	I (8 cells pack) [A]	V_cell [V]
5186	0.994	45.603	45.189	45.284	45.509	45.792	46.191	45.22	-240.2	3.23
5187	0.998	45.617	45.19	45.286	45.597	45.853	46.223	45.227	-240.2	3.23
5188	0.998	45.626	45.193	45.281	45.584	45.804	46.276	45.24	-240.2	3.23
5189	1.005	45.634	45.19	45.281	45.564	45.785	46.296	45.241	-240.2	3.22
5190	1.02	45.645	45.191	45.293	45.564	45.803	46.31	45.252	-240.2	3.22
5191	1.005	45.659	45.191	45.295	45.564	45.815	46.333	45.262	-240.2	3.22
5192	1.02	45.67	45.191	45.291	45.573	45.798	46.347	45.271	-240.2	3.21
5193	1.002	45.683	45.192	45.291	45.558	45.816	46.394	45.28	-240.2	3.21
5194	1.005	45.687	45.192	45.294	45.557	45.831	46.392	45.285	-240.2	3.2
5195	0.987	45.699	45.192	45.296	45.55	45.834	46.428	45.29	-240.2	3.2
5196	0.994	45.713	45.192	45.297	45.534	45.826	46.445	45.299	-240.2	3.2
5197	0.98	45.728	45.192	45.305	45.559	45.873	46.501	45.298	-240.2	3.2
5198	0.994	45.736	45.193	45.298	45.571	45.854	46.537	45.3	-240.2	3.19
5199	1.005	45.748	45.192	45.281	45.599	45.904	46.606	45.296	-240.2	3.19
5200	0.998	45.763	45.194	45.274	45.626	45.885	46.647	45.294	-240.2	3.18
5201	1.002	45.779	45.191	45.284	45.614	45.89	46.631	45.287	-240.2	3.18
5202	0.987	45.797	45.189	45.285	45.603	45.839	46.625	45.287	-240.2	3.18
5203	1.002	45.805	45.19	45.285	45.629	45.849	46.613	45.286	-240.2	3.17
5204	1.002	45.818	45.193	45.285	45.658	45.879	46.631	45.289	-240.2	3.17
5205	0.991	45.834	45.193	45.291	45.643	45.896	46.652	45.292	-240.2	3.17
5206	1.005	45.854	45.192	45.282	45.618	45.906	46.687	45.302	-240.2	3.16
5207	0.994	45.869	45.195	45.288	45.601	45.93	46.708	45.312	-240.2	3.16
5208	1.009	45.885	45.195	45.298	45.604	45.92	46.722	45.321	-240.2	3.16
5209	0.994	45.891	45.194	45.298	45.582	45.889	46.704	45.322	-240.2	3.15
5210	0.998	45.911	45.192	45.299	45.562	45.935	46.686	45.331	-240.2	3.15
5211	1.005	45.925	45.198	45.301	45.615	45.93	46.712	45.335	-240.2	3.15
5212	0.998	45.937	45.194	45.3	45.603	45.917	46.722	45.339	-240.2	3.14
5213	1.002	45.952	45.196	45.307	45.591	45.911	46.751	45.342	-240.2	3.14
5214	1.002	45.967	45.199	45.301	45.607	45.932	46.749	45.346	-240.2	3.14
5215	0.984	45.983	45.199	45.291	45.596	45.941	46.743	45.352	-240.2	3.13
5216	0.994	46.002	45.198	45.297	45.6	45.92	46.79	45.361	-240.2	3.13
5217	0.994	46.015	45.2	45.303	45.606	45.89	46.837	45.37	-240.2	3.13
5218	1.009	46.026	45.199	45.305	45.579	45.858	46.869	45.376	-240.2	3.12
5219	1.009	46.044	45.202	45.318	45.543	45.868	46.874	45.386	-240.2	3.12
5220	0.991	46.059	45.201	45.305	45.53	45.858	46.888	45.396	-240.2	3.12
5221	1.012	46.075	45.201	45.311	45.53	45.845	46.921	45.408	-240.2	3.11
5222	0.998	46.082	45.203	45.311	45.531	45.856	46.972	45.411	-240.2	3.11
5223	0.998	46.097	45.201	45.309	45.543	45.836	47.054	45.42	-240.2	3.11
5224	0.998	46.116	45.202	45.31	45.534	45.819	47.097	45.425	-240.2	3.1
5225	1.009	46.13	45.203	45.304	45.551	45.867	47.101	45.435	-240.2	3.1
5226	1.002	46.141	45.206	45.305	45.577	45.868	47.108	45.437	-240.2	3.1
5227	1.002	46.158	45.204	45.316	45.618	45.851	47.153	45.441	-240.2	3.09
5228	1.002	46.173	45.204	45.316	45.672	45.862	47.169	45.446	-240.2	3.09
5229	1.02	46.19	45.207	45.317	45.681	45.891	47.201	45.451	-240.2	3.09
5230	0.976	46.206	45.206	45.324	45.657	45.913	47.293	45.452	-240.2	3.08
5231	1.012	46.221	45.208	45.32	45.634	45.913	47.399	45.456	-240.2	3.08
5232	1.009	46.229	45.206	45.313	45.637	45.892	47.43	45.459	-240.2	3.08
5233	1.005	46.246	45.207	45.306	45.665	45.884	47.463	45.464	-240.2	3.07
5234	1.009	46.26	45.209	45.309	45.661	45.872	47.459	45.467	-240.2	3.07
5235	1.012	46.28	45.208	45.314	45.683	45.88	47.489	45.467	-240.2	3.07
5236	1.002	46.289	45.207	45.31	45.678	45.875	47.527	45.47	-240.2	3.06
5237	1.002	46.308	45.208	45.314	45.647	45.871	47.601	45.47	-240.2	3.06
5238	1.002	46.327	45.21	45.313	45.622	45.901	47.668	45.475	-240.2	3.05
5239	1.005	46.346	45.209	45.312	45.658	45.911	47.711	45.479	-240.2	3.05
5240	1.012	46.356	45.211	45.306	45.632	45.892	47.697	45.48	-240.2	3.05
5241	1.005	46.376	45.211	45.31	45.592	45.869	47.663	45.483	-240.2	3.05
5242	1.027	46.394	45.21	45.308	45.589	45.904	47.648	45.49	-240.2	3.04
5243	0.987	46.412	45.212	45.316	45.607	45.931	47.659	45.494	-240.2	3.04
5244	0.994	46.433	45.212	45.318	45.591	45.919	47.738	45.499	-240.2	3.04
5245	0.994	46.447	45.207	45.317	45.615	45.973	47.806	45.502	-240.2	3.03
5246	1.005	46.456	45.211	45.314	45.636	45.952	47.828	45.505	-240.2	3.03
5247	1.009	46.47	45.211	45.312	45.643	45.946	47.846	45.507	-240.2	3.02
5248	0.984	46.489	45.21	45.315	45.641	45.943	47.956	45.512	-240.2	3.02
5249	0.991	46.509	45.212	45.324	45.607	45.946	48.063	45.518	-240.2	3.02
5250	1.009	46.518	45.214	45.328	45.607	45.954	48.06	45.52	-240.2	3.02
5251	0.98	46.537	45.212	45.337	45.583	45.963	48.013	45.526	-240.2	3.01
5252	0.994	46.551	45.212	45.337	45.558	45.916	47.976	45.529	-240.2	3.01
5253	0.991	46.57	45.213	45.326	45.536	45.877	47.947	45.535	-240.2	3.01
5254	0.998	46.575	45.215	45.334	45.545	45.919	47.932	45.537	-240.2	3
5255	0.994	46.594	45.215	45.326	45.583	45.941	47.908	45.545	-240.2	3
5256	0.998	46.611	45.215	45.326	45.568	45.911	47.892	45.548	-240.2	2.99
5257	1.005	46.631	45.215	45.326	45.594	45.918	48.009	45.549	-240.2	2.99
5258	1.012	46.647	45.216	45.322	45.653	46.003	48.11	45.555	-240.2	2.99
5259	1.009	46.659	45.216	45.314	45.693	46.038	48.101	45.559	-240.2	2.98
5260	1.002	46.676	45.216	45.311	45.639	45.975	48.072	45.563	-240.2	2.98
5261	1.005	46.697	45.214	45.314	45.64	45.938	48.125	45.569	-240.2	2.98
5262	1.005	46.714	45.215	45.323	45.646	45.98	48.265	45.579	-240.2	2.98
5263	0.991	46.733	45.219	45.317	45.69	45.947	48.256	45.585	-240.2	2.97
5264	0.994	46.745	45.217	45.314	45.695	45.942	48.224	45.591	-240.2	2.97
5265	0.998	46.757	45.219	45.321	45.665	45.959	48.203	45.593	-240.2	2.97
5266	0.991	46.771	45.218	45.323	45.628	45.962	48.163	45.597	-240.2	2.96
5267	1.005	46.788	45.218	45.325	45.636	45.992	48.118	45.602	-240.2	2.96
5268	1.016	46.798	45.216	45.32	45.63	45.981	48.103	45.606	-240.2	2.95
5269	1.002	46.812	45.217	45.32	45.657	45.98	48.121	45.607	-240.2	2.95
5270	0.998	46.829	45.222	45.324	45.633	45.981	48.167	45.615	-240.2	2.95
5271	1.009	46.842	45.22	45.324	45.629	45.971	48.229	45.616	-240.2	2.94
5272	1.002	46.858	45.221	45.331	45.636	45.939	48.342	45.62	-240.2	2.94
5273	0.994	46.868	45.22	45.33	45.654	45.926	48.363	45.622	-240.2	2.94
5274	1.009	46.886	45.219	45.326	45.625	45.923	48.381	45.626	-240.2	2.94
5275	1.009	46.899	45.221	45.324	45.63	45.891	48.419	45.627	-240.2	2.93
5276	0.987	46.914	45.222	45.322	45.618	45.9	48.39	45.63	-240.2	2.93
5277	1.002	46.929	45.22	45.325	45.59	45.898	48.341	45.635	-240.2	2.93
5278	1.002	46.94	45.223	45.335	45.578	45.93	48.336	45.64	-240.2	2.92
5279	1.009	46.956	45.223	45.33	45.644	45.986	48.304	45.641	-240.2	2.92
5280	1.016	46.973	45.224	45.33	45.612	45.931	48.294	45.648	-240.2	2.91
5281	1.009	46.993	45.225	45.327	45.617	45.956	48.338	45.652	-240.2	2.91
5282	1.009	47.002	45.22	45.329	45.613	45.941	48.356	45.655	-240.2	2.91
5283	0.998	47.025	45.223	45.331	45.619	45.938	48.392	45.66	-240.2	2.91
5284	0.994	47.044	45.225	45.33	45.654	45.953	48.385	45.667	-240.2	2.9
5285	0.991	47.06	45.227	45.334	45.679	45.995	48.387	45.671	-240.2	2.9
5286	1.005	47.079	45.228	45.334	45.692	45.971	48.379	45.676	-240.2	2.9
5287	0.994	47.092	45.227	45.334	45.68	46.035	48.347	45.681	-240.2	2.89
5288	1.005	47.104	45.229	45.334	45.674	46.055	48.328	45.685	-240.2	2.89
5289	1.016	47.118	45.228	45.336	45.658	46.016	48.294	45.689	-240.2	2.89
5290	1.005	47.137	45.23	45.333	45.674	46.033	48.323	45.694	-240.2	2.88
5291	0.987	47.154	45.233	45.341	45.717	46.057	48.434	45.7	-240.2	2.88
5292	0.987	47.17	45.233	45.34	45.748	46.056	48.533	45.709	-240.2	2.87
5293	1.002	47.177	45.229	45.343	45.712	46.032	48.546	45.71	-240.2	2.87
5294	0.994	47.196	45.236	45.331	45.719	46.073	48.516	45.714	-240.2	2.87
5295	0.991	47.215	45.234	45.33	45.698	46.044	48.524	45.717	-240.2	2.87
5296	1.009	47.225	45.235	45.328	45.677	46.025	48.528	45.723	-240.2	2.86
5297	0.998	47.241	45.239	45.332	45.697	46.048	48.56	45.728	-240.2	2.86
5298	1.005	47.254	45.237	45.336	45.715	45.995	48.528	45.732	-240.2	2.86
5299	1.005	47.273	45.24	45.339	45.74	45.995	48.517	45.738	-240.2	2.85
5300	1.009	47.288	45.241	45.333	45.745	46.006	48.503	45.742	-240.2	2.85
5301	0.991	47.302	45.243	45.332	45.723	46.002	48.477	45.752	-240.2	2.84
5302	0.987	47.313	45.242	45.337	45.711	46.043	48.465	45.753	-240.2	2.84
5303	1.005	47.321	45.245	45.342	45.704	46.028	48.502	45.759	-240.2	2.84
5304	1.012	47.337	45.245	45.344	45.692	45.992	48.608	45.762	-240.2	2.84
5305	0.998	47.351	45.247	45.354	45.678	45.988	48.628	45.769	-240.2	2.83
5306	0.998	47.358	45.248	45.357	45.655	46.009	48.623	45.77	-240.2	2.83
5307	1.005	47.377	45.247	45.358	45.66	45.987	48.642	45.777	-240.2	2.83
5308	1.002	47.39	45.25	45.357	45.661	45.974	48.652	45.782	-240.2	2.82
5309	0.987	47.404	45.254	45.354	45.673	45.928	48.687	45.787	-240.2	2.82
5310	0.994	47.414	45.257	45.353	45.657	45.913	48.724	45.791	-240.2	2.82
5311	0.994	47.432	45.256	45.35	45.647	45.92	48.803	45.796	-240.2	2.81
5312	0.994	47.445	45.257	45.342	45.65	45.937	48.819	45.804	-240.2	2.81
5313	0.998	47.464	45.261	45.341	45.7	45.955	48.794	45.806	-240.2	2.8
5314	0.991	47.479	45.263	45.346	45.695	45.938	48.842	45.81	-240.2	2.8
5315	0.994	47.493	45.266	45.34	45.705	45.961	48.871	45.811	-240.2	2.8
5316	0.998	47.501	45.265	45.347	45.725	45.999	48.854	45.815	-240.2	2.8
5317	0.991	47.523	45.269	45.34	45.753	46.005	48.836	45.818	-240.2	2.79
5318	1.009	47.536	45.269	45.343	45.742	45.994	48.845	45.824	-240.2	2.79
5319	1.009	47.558	45.271	45.332	45.765	46.046	49	45.829	-240.2	2.79
5320	1.002	47.563	45.269	45.335	45.766	46.011	49.042	45.833	-240.2	2.78
5321	1.016	47.579	45.273	45.341	45.75	45.986	49.078	45.837	-240.2	2.78
5322	0.998	47.593	45.273	45.337	45.767	45.993	49.048	45.842	-240.2	2.78
5323	0.998	47.607	45.275	45.348	45.724	46.03	49.002	45.847	-240.2	2.77
5324	0.998	47.616	45.275	45.35	45.701	46.02	48.968	45.849	-240.2	2.77
5325	0.998	47.631	45.277	45.346	45.767	46.05	48.952	45.855	-240.2	2.76
5326	0.994	47.645	45.279	45.341	45.784	46.04	48.9	45.857	-240.2	2.76
5327	0.991	47.66	45.278	45.345	45.787	46.073	48.902	45.864	-240.2	2.76
5328	1.012	47.678	45.281	45.353	45.749	46.03	48.955	45.866	-240.2	2.76
5329	1.016	47.687	45.281	45.349	45.73	46.028	48.997	45.871	-240.2	2.75
5330	1.002	47.701	45.281	45.347	45.714	46.046	48.972	45.875	-240.2	2.75
5331	0.994	47.716	45.285	45.354	45.704	46.005	48.947	45.879	-240.2	2.74
5332	1.016	47.731	45.285	45.352	45.67	45.985	48.916	45.885	-240.2	2.74
5333	1.02	47.748	45.285	45.349	45.669	46.031	48.889	45.889	-240.2	2.73
5334	1.005	47.762	45.285	45.349	45.693	46.029	48.906	45.895	-240.2	2.73
5335	1.005	47.769	45.29	45.351	45.721	46.026	48.911	45.897	-240.2	2.73
5336	1.002	47.785	45.288	45.363	45.699	46.018	48.905	45.898	-240.2	2.73
5337	0.998	47.804	45.291	45.369	45.702	46.021	48.95	45.904	-240.2	2.72
5338	0.994	47.813	45.294	45.37	45.69	46.045	48.985	45.902	-240.2	2.72
5339	1.02	47.826	45.293	45.37	45.725	46.06	49.025	45.909	-240.2	2.71
5340	0.987	47.84	45.296	45.365	45.703	46.021	48.998	45.912	-240.2	2.71
5341	0.994	47.851	45.298	45.361	45.7	46.036	49.019	45.917	-240.2	2.71
5342	1.005	47.862	45.298	45.355	45.758	46.07	49.053	45.922	-240.2	2.7
5343	0.991	47.881	45.301	45.358	45.763	46.007	49.082	45.927	-240.2	2.7
5344	0.998	47.888	45.302	45.354	45.727	46	49.075	45.928	-240.2	2.69
5345	1.005	47.903	45.305	45.357	45.727	45.973	49.065	45.929	-240.2	2.69
5346	0.987	47.919	45.305	45.341	45.769	46.025	49.13	45.934	-240.2	2.68
5347	1.016	47.936	45.306	45.343	45.766	46.035	49.157	45.937	-240.2	2.68
5348	0.994	47.943	45.308	45.339	45.776	46.045	49.195	45.941	-240.2	2.68
5349	0.994	47.958	45.304	45.339	45.775	46.042	49.226	45.946	-240.2	2.67
5350	1.012	47.974	45.311	45.359	45.781	46.029	49.227	45.948	-240.2	2.67
5351	0.984	47.99	45.312	45.357	45.795	46.067	49.209	45.954	-240.2	2.66
5352	1.005	47.998	45.31	45.354	45.771	46.065	49.201	45.956	-240.2	2.66
5353	0.991	48.022	45.311	45.362	45.714	46.02	49.178	45.957	-240.2	2.65
5354	0.998	48.036	45.313	45.355	45.729	46.032	49.294	45.961	-240.2	2.65
5355	1.002	48.055	45.314	45.354	45.746	46.041	49.352	45.966	-240.2	2.64
5356	0.987	48.067	45.32	45.361	45.698	46.049	49.375	45.973	-240.2	2.63
5357	1.012	48.075	45.32	45.364	45.706	46.053	49.386	45.974	-240.2	2.63
5358	1.016	48.09	45.321	45.371	45.733	46.074	49.419	45.979	-240.2	2.62
5359	0.994	48.102	45.322	45.37	45.698	46.067	49.423	45.984	-240.2	2.62
5360	0.994	48.117	45.324	45.374	45.732	46.048	49.446	45.99	-240.2	2.61
5361	1.012	48.139	45.325	45.369	45.782	46.067	49.443	45.992	-240.2	2.61
5362	1.012	48.145	45.329	45.37	45.791	46.068	49.419	45.993	-240.2	2.6
5363	1.002	48.156	45.326	45.369	45.78	46.052	49.418	45.999	-240.2	2.59
5364	0.966	48.167	45.329	45.371	45.764	46.036	49.402	46.004	-240.2	2.58
5365	0.987	48.179	45.332	45.375	45.758	46.057	49.375	46.008	-240.2	2.58
5366	0.991	48.196	45.335	45.371	45.766	46.078	49.376	46.01	-240.2	2.57
5367	0.984	48.2	45.333	45.372	45.763	46.099	49.387	46.012	-240.2	2.56
5368	1.005	48.218	45.334	45.371	45.718	46.043	49.4	46.018	-240.2	2.56
5369	0.991	48.233	45.336	45.375	45.688	46.046	49.4	46.023	-240.2	2.55
5370	0.994	48.253	45.338	45.378	45.713	46.065	49.433	46.029	-240.2	2.54
5371	0.987	48.262	45.337	45.372	45.729	46.075	49.441	46.029	-240.2	2.54
5372	0.994	48.279	45.338	45.361	45.814	46.092	49.435	46.033	-240.2	2.53
5373	0.991	48.281	45.339	45.365	45.797	46.089	49.423	46.037	-240.2	2.52
5374	0.994	48.301	45.341	45.36	45.821	46.07	49.435	46.04	-240.2	2.51
5375	0.994	48.317	45.342	45.368	45.805	46.051	49.448	46.046	-240.2	2.5
5376	0.998	48.328	45.343	45.386	45.753	46.112	49.439	46.032	0	3.03
5377	0.991	48.337	45.342	45.373	45.853	46.152	49.422	46.05	39.9	3.14
5378	0.994	48.354	45.344	45.372	45.802	46.126	49.436	46.058	39.9	3.17
5379	0.991	48.365	45.345	45.367	45.738	46.034	49.494	46.065	39.9	3.19
5380	0.998	48.375	45.348	45.368	45.709	45.999	49.524	46.068	39.9	3.21
5381	1.002	48.383	45.347	45.367	45.686	45.993	49.548	46.07	39.9	3.22
5382	1.002	48.396	45.348	45.368	45.699	45.96	49.575	46.075	39.9	3.23
5383	0.998	48.41	45.349	45.37	45.736	45.889	49.678	46.079	39.9	3.24
5384	0.994	48.419	45.349	45.367	45.729	45.846	49.734	46.083	39.9	3.26
5385	0.991	48.434	45.351	45.359	45.69	45.826	49.749	46.09	39.9	3.27
5386	0.991	48.444	45.354	45.359	45.668	45.818	49.737	46.091	39.9	3.27
5387	0.991	48.453	45.353	45.36	45.635	45.772	49.702	46.094	39.9	3.28
5388	0.969	48.47	45.357	45.355	45.67	45.779	49.684	46.099	39.9	3.29
5389	0.987	48.486	45.357	45.354	45.629	45.764	49.619	46.099	39.9	3.3
5390	0.987	48.492	45.357	45.352	45.615	45.734	49.618	46.101	39.9	3.3
5391	1.002	48.506	45.358	45.35	45.605	45.702	49.644	46.103	39.9	3.31
5392	0.994	48.52	45.359	45.349	45.583	45.653	49.678	46.107	39.9	3.31
5393	0.994	48.537	45.358	45.353	45.569	45.65	49.628	46.109	39.9	3.32
5394	1.016	48.545	45.359	45.349	45.559	45.667	49.601	46.109	39.9	3.33
5395	1.02	48.555	45.361	45.344	45.589	45.676	49.541	46.108	39.9	3.33
5396	0.998	48.567	45.364	45.342	45.553	45.665	49.502	46.112	39.9	3.34
5397	0.984	48.577	45.364	45.337	45.54	45.659	49.505	46.111	39.9	3.34
5398	0.984	48.588	45.365	45.341	45.506	45.624	49.478	46.114	39.9	3.35
5399	0.991	48.594	45.366	45.338	45.503	45.607	49.456	46.113	39.9	3.35
5400	0.991	48.608	45.367	45.344	45.489	45.605	49.387	46.113	39.9	3.36
5401	0.998	48.615	45.367	45.342	45.487	45.592	49.389	46.116	39.9	3.36
5402	1.005	48.625	45.372	45.339	45.484	45.582	49.38	46.118	39.9	3.37
5403	1.002	48.631	45.372	45.341	45.483	45.579	49.374	46.115	39.9	3.37
5404	1.009	48.644	45.373	45.337	45.474	45.577	49.381	46.116	39.9	3.38
5405	1.009	48.649	45.377	45.338	45.458	45.567	49.351	46.116	39.9	3.38
5406	0.994	48.654	45.374	45.336	45.446	45.557	49.372	46.118	39.9	3.38
5407	0.998	48.66	45.375	45.331	45.469	45.568	49.517	46.116	39.9	3.39
5408	1.002	48.659	45.376	45.335	45.467	45.566	49.558	46.118	39.9	3.39
5409	0.987	48.668	45.377	45.337	45.456	45.551	49.543	46.116	39.9	3.4
5410	0.994	48.673	45.38	45.337	45.435	45.537	49.464	46.11	39.9	3.4
5411	1.023	48.679	45.381	45.336	45.438	45.535	49.324	46.108	39.9	3.4
5412	1.027	48.685	45.381	45.336	45.451	45.539	49.238	46.11	39.9	3.41
5413	0.984	48.69	45.382	45.334	45.426	45.51	49.221	46.11	39.9	3.41
5414	0.994	48.689	45.382	45.334	45.42	45.507	49.227	46.106	39.9	3.41
5415	1.016	48.692	45.386	45.335	45.416	45.497	49.268	46.099	39.9	3.42
5416	0.998	48.691	45.386	45.331	45.443	45.518	49.22	46.099	39.9	3.42
5417	0.994	48.698	45.387	45.335	45.427	45.532	49.119	46.096	39.9	3.42
5418	1.005	48.697	45.388	45.334	45.421	45.534	49.102	46.095	39.9	3.43
5419	1.002	48.696	45.391	45.331	45.405	45.504	49.041	46.092	39.9	3.43
5420	1.016	48.696	45.392	45.333	45.397	45.494	49.01	46.086	39.9	3.43
5421	0.998	48.693	45.391	45.332	45.402	45.498	48.988	46.085	39.9	3.44
5422	0.994	48.688	45.398	45.338	45.421	45.509	48.893	46.079	39.9	3.44
5423	1.002	48.693	45.394	45.337	45.414	45.514	48.834	46.079	39.9	3.44
5424	0.994	48.691	45.398	45.334	45.414	45.507	48.799	46.072	39.9	3.44
5425	1.002	48.69	45.401	45.337	45.407	45.504	48.802	46.069	39.9	3.45
5426	1.009	48.683	45.399	45.339	45.399	45.499	48.751	46.068	39.9	3.45
5427	0.984	48.681	45.402	45.339	45.399	45.492	48.713	46.063	39.9	3.45
5428	1.002	48.681	45.401	45.337	45.407	45.494	48.652	46.061	39.9	3.45
5429	1.009	48.679	45.406	45.336	45.406	45.477	48.719	46.056	39.9	3.46
5430	1.012	48.674	45.408	45.334	45.394	45.464	48.804	46.052	39.9	3.46
5431	0.994	48.672	45.41	45.337	45.402	45.467	48.808	46.047	39.9	3.46
5432	1.009	48.673	45.407	45.335	45.409	45.468	48.829	46.039	39.9	3.46
5433	1.009	48.669	45.408	45.334	45.406	45.459	48.81	46.037	39.9	3.47
5434	1.016	48.662	45.412	45.337	45.415	45.468	48.841	46.034	39.9	3.47
5435	0.984	48.653	45.413	45.337	45.44	45.488	48.779	46.029	39.9	3.47
5436	0.987	48.649	45.414	45.337	45.438	45.482	48.722	46.025	39.9	3.47
5437	1.005	48.65	45.416	45.337	45.427	45.485	48.657	46.021	39.9	3.48
5438	0.994	48.641	45.418	45.336	45.402	45.459	48.567	46.015	39.9	3.48
5439	1.009	48.635	45.419	45.336	45.386	45.452	48.521	46.007	39.9	3.48
5440	1.002	48.628	45.422	45.341	45.382	45.453	48.482	46.005	39.9	3.48
5441	1.002	48.626	45.419	45.341	45.388	45.461	48.44	46.003	39.9	3.48
5442	1.002	48.62	45.42	45.341	45.397	45.453	48.385	45.999	39.9	3.49
5443	1.002	48.613	45.422	45.338	45.385	45.442	48.332	45.994	39.9	3.49
5444	0.998	48.602	45.425	45.341	45.41	45.462	48.255	45.989	39.9	3.49
5445	1.005	48.596	45.421	45.339	45.423	45.458	48.212	45.986	39.9	3.49
5446	1.002	48.589	45.424	45.341	45.409	45.439	48.202	45.982	39.9	3.49
5447	0.987	48.587	45.426	45.34	45.401	45.438	48.211	45.98	39.9	3.49
5448	0.984	48.58	45.431	45.343	45.395	45.451	48.175	45.975	39.9	3.5
5449	1.023	48.571	45.428	45.345	45.396	45.451	48.165	45.971	39.9	3.5
5450	0.994	48.568	45.43	45.347	45.397	45.449	48.165	45.969	39.9	3.5
5451	1.002	48.556	45.432	45.346	45.398	45.434	48.134	45.961	39.9	3.5
5452	0.998	48.546	45.43	45.347	45.394	45.431	48.173	45.956	39.9	3.5
5453	1.005	48.539	45.435	45.344	45.393	45.439	48.208	45.952	39.9	3.5
5454	0.994	48.53	45.437	45.347	45.373	45.419	48.211	45.948	39.9	3.51
5455	0.998	48.52	45.437	45.346	45.373	45.424	48.179	45.943	39.9	3.51
5456	1.005	48.513	45.437	45.348	45.37	45.417	48.155	45.939	39.9	3.51
5457	0.991	48.503	45.44	45.349	45.374	45.433	48.105	45.934	39.9	3.51
5458	1.012	48.49	45.441	45.348	45.374	45.433	48.059	45.929	39.9	3.51
5459	0.998	48.478	45.442	45.35	45.379	45.425	48.034	45.927	39.9	3.51
5460	1.002	48.474	45.446	45.351	45.382	45.409	48.022	45.925	39.9	3.52
5461	1.023	48.459	45.443	45.35	45.379	45.409	47.978	45.921	39.9	3.52
5462	1.009	48.447	45.448	45.352	45.373	45.405	47.95	45.916	39.9	3.52
5463	1.005	48.434	45.445	45.351	45.373	45.412	47.95	45.911	39.9	3.52
5464	0.987	48.43	45.447	45.353	45.374	45.407	47.951	45.912	39.9	3.52
5465	1.002	48.415	45.448	45.35	45.361	45.398	47.945	45.905	39.9	3.52
5466	0.991	48.402	45.448	45.357	45.365	45.397	47.92	45.9	39.9	3.52
5467	0.987	48.395	45.451	45.356	45.366	45.4	47.88	45.892	39.9	3.52
5468	1.002	48.382	45.45	45.355	45.361	45.399	47.851	45.891	39.9	3.52
5469	0.994	48.375	45.451	45.357	45.367	45.402	47.825	45.89	39.9	3.52
5470	1.002	48.363	45.455	45.361	45.374	45.407	47.776	45.886	39.9	3.53
5471	0.98	48.35	45.456	45.362	45.377	45.397	47.777	45.878	39.9	3.53
5472	1.012	48.331	45.454	45.357	45.389	45.395	47.767	45.872	39.9	3.53
5473	0.994	48.321	45.459	45.36	45.382	45.404	47.752	45.868	39.9	3.53
5474	1.002	48.313	45.455	45.357	45.382	45.393	47.728	45.868	39.9	3.53
5475	0.998	48.298	45.46	45.358	45.377	45.404	47.68	45.864	39.9	3.53
5476	1.016	48.282	45.459	45.359	45.376	45.391	47.623	45.858	39.9	3.53
5477	1.009	48.265	45.458	45.358	45.365	45.391	47.605	45.854	39.9	3.53
5478	1.005	48.259	45.458	45.361	45.366	45.391	47.606	45.85	39.9	3.54
5479	0.991	48.244	45.46	45.357	45.363	45.379	47.595	45.847	39.9	3.54
5480	1.009	48.226	45.462	45.361	45.355	45.381	47.588	45.843	39.9	3.54
5481	0.994	48.21	45.46	45.364	45.356	45.389	47.581	45.839	39.9	3.54
5482	1.002	48.196	45.463	45.362	45.351	45.379	47.582	45.836	39.9	3.54
5483	0.976	48.19	45.463	45.363	45.349	45.376	47.575	45.831	39.9	3.54
5484	1.002	48.171	45.463	45.365	45.35	45.375	47.536	45.825	39.9	3.54
5485	1.002	48.157	45.464	45.365	45.354	45.384	47.487	45.823	39.9	3.54
5486	0.994	48.144	45.465	45.365	45.349	45.379	47.475	45.82	39.9	3.54
5487	1.002	48.128	45.465	45.366	45.354	45.386	47.423	45.815	39.9	3.54
5488	0.998	48.114	45.466	45.365	45.361	45.396	47.4	45.811	39.9	3.54
5489	1.002	48.102	45.465	45.366	45.365	45.396	47.367	45.809	39.9	3.55
5490	1.02	48.087	45.466	45.367	45.357	45.376	47.322	45.802	39.9	3.55
5491	1.002	48.071	45.467	45.366	45.357	45.373	47.273	45.798	39.9	3.55
5492	0.998	48.061	45.465	45.366	45.358	45.374	47.255	45.795	39.9	3.55
5493	0.998	48.044	45.466	45.371	45.356	45.379	47.237	45.792	39.9	3.55
5494	1.002	48.028	45.467	45.368	45.354	45.369	47.231	45.788	39.9	3.55
5495	0.998	48.011	45.469	45.371	45.357	45.378	47.219	45.785	39.9	3.55
5496	0.998	47.997	45.471	45.369	45.361	45.374	47.203	45.78	39.9	3.55
5497	0.998	47.988	45.469	45.371	45.356	45.377	47.187	45.777	39.9	3.55
5498	1.012	47.973	45.469	45.372	45.359	45.376	47.164	45.773	39.9	3.55
5499	0.994	47.955	45.468	45.372	45.355	45.388	47.138	45.767	39.9	3.55
5500	1.009	47.939	45.469	45.372	45.352	45.385	47.1	45.761	39.9	3.55
5501	1.009	47.92	45.47	45.372	45.351	45.385	47.07	45.759	39.9	3.55
5502	1.016	47.915	45.467	45.374	45.353	45.382	47.048	45.757	39.9	3.56
