Time [sec]	Flow [L/min]	Outlet fluid Temp. [°C]	Inlet fluid Temp. [°C]	Cell cathode 1 Temp. [°C]	Cell cathode 2 Temp. [°C]	Cell cathode 3 Temp. [°C]	Cell anode 1 Temp. [°C]	Cell anode 2 Temp. [°C]	I (8 cells pack) [A]	V_cell [V]
330	1.009	45.371	45.204	45.22	45.157	45.154	45.313	45.161	39.9	3.56
331	0.994	45.371	45.206	45.222	45.158	45.151	45.312	45.159	39.9	3.57
332	1.012	45.372	45.204	45.222	45.155	45.154	45.314	45.16	39.9	3.57
333	0.994	45.37	45.205	45.223	45.154	45.153	45.316	45.16	39.9	3.57
334	1.005	45.369	45.205	45.22	45.155	45.154	45.316	45.158	39.9	3.57
335	0.98	45.37	45.205	45.224	45.157	45.154	45.318	45.16	39.9	3.57
336	0.987	45.371	45.206	45.223	45.155	45.151	45.315	45.157	39.9	3.57
337	0.984	45.374	45.206	45.221	45.154	45.154	45.315	45.156	39.9	3.57
338	0.994	45.372	45.205	45.222	45.154	45.152	45.314	45.16	39.9	3.57
339	0.998	45.372	45.205	45.222	45.153	45.152	45.322	45.158	39.9	3.57
340	1.009	45.374	45.207	45.221	45.152	45.153	45.325	45.16	39.9	3.57
341	1.005	45.374	45.206	45.222	45.155	45.154	45.326	45.159	39.9	3.57
342	1.012	45.375	45.205	45.22	45.156	45.154	45.328	45.158	39.9	3.57
343	0.998	45.376	45.209	45.221	45.155	45.156	45.326	45.161	39.9	3.57
344	0.991	45.373	45.207	45.223	45.157	45.154	45.33	45.159	39.9	3.57
345	0.991	45.374	45.208	45.221	45.157	45.151	45.329	45.158	39.9	3.57
346	1.005	45.374	45.208	45.221	45.156	45.153	45.332	45.161	39.9	3.57
347	1.005	45.374	45.209	45.222	45.156	45.149	45.333	45.16	39.9	3.57
348	0.984	45.377	45.21	45.22	45.155	45.152	45.332	45.157	39.9	3.57
349	0.987	45.377	45.211	45.222	45.157	45.154	45.334	45.157	39.9	3.57
350	1.002	45.374	45.21	45.221	45.155	45.153	45.338	45.158	39.9	3.58
351	1.002	45.376	45.211	45.222	45.155	45.149	45.336	45.157	39.9	3.58
352	0.998	45.377	45.212	45.221	45.154	45.149	45.335	45.157	39.9	3.58
353	0.998	45.377	45.214	45.22	45.151	45.148	45.335	45.161	39.9	3.58
354	0.973	45.375	45.215	45.218	45.152	45.152	45.338	45.157	39.9	3.58
355	1.005	45.375	45.213	45.222	45.15	45.15	45.339	45.157	39.9	3.58
356	0.994	45.377	45.214	45.222	45.15	45.15	45.339	45.158	39.9	3.58
357	0.984	45.379	45.213	45.222	45.152	45.152	45.339	45.158	39.9	3.58
358	0.994	45.378	45.215	45.224	45.155	45.151	45.338	45.159	39.9	3.58
359	0.984	45.381	45.213	45.223	45.15	45.15	45.334	45.158	39.9	3.58
360	0.976	45.376	45.212	45.219	45.148	45.154	45.333	45.157	39.9	3.58
361	0.948	45.38	45.217	45.22	45.151	45.152	45.331	45.155	39.9	3.58
362	0.948	45.379	45.214	45.22	45.149	45.153	45.332	45.158	39.9	3.58
363	0.94	45.376	45.217	45.221	45.15	45.152	45.329	45.158	39.9	3.58
364	0.93	45.382	45.216	45.221	45.151	45.155	45.328	45.158	39.9	3.58
365	0.915	45.379	45.218	45.221	45.151	45.149	45.333	45.156	39.9	3.58
366	0.919	45.38	45.22	45.22	45.152	45.151	45.33	45.159	39.9	3.58
367	0.922	45.38	45.216	45.221	45.154	45.152	45.328	45.156	39.9	3.58
368	0.937	45.381	45.218	45.22	45.151	45.152	45.326	45.158	39.9	3.58
369	0.94	45.38	45.221	45.22	45.152	45.149	45.326	45.159	39.9	3.58
370	0.944	45.381	45.221	45.221	45.15	45.15	45.324	45.159	39.9	3.58
371	0.951	45.379	45.219	45.221	45.151	45.148	45.324	45.159	39.9	3.59
372	0.94	45.382	45.221	45.221	45.149	45.148	45.326	45.161	39.9	3.59
373	0.937	45.381	45.222	45.221	45.148	45.15	45.327	45.159	39.9	3.59
374	0.93	45.381	45.22	45.219	45.15	45.147	45.329	45.159	39.9	3.59
375	0.944	45.379	45.222	45.221	45.153	45.148	45.331	45.156	39.9	3.59
376	0.922	45.382	45.223	45.222	45.151	45.15	45.33	45.16	39.9	3.59
377	0.937	45.383	45.22	45.223	45.153	45.151	45.337	45.158	39.9	3.59
378	0.962	45.385	45.222	45.221	45.151	45.15	45.334	45.159	39.9	3.59
379	0.962	45.385	45.223	45.222	45.152	45.152	45.332	45.157	39.9	3.59
380	0.976	45.384	45.219	45.22	45.156	45.152	45.333	45.159	39.9	3.59
381	0.976	45.386	45.222	45.219	45.154	45.15	45.335	45.158	39.9	3.59
382	0.969	45.385	45.221	45.221	45.152	45.151	45.335	45.16	39.9	3.59
383	0.969	45.387	45.223	45.222	45.152	45.152	45.333	45.157	39.9	3.59
384	0.976	45.384	45.222	45.221	45.154	45.151	45.336	45.157	39.9	3.59
385	0.98	45.385	45.22	45.224	45.155	45.154	45.341	45.16	39.9	3.59
386	0.984	45.386	45.218	45.22	45.156	45.151	45.342	45.159	39.9	3.59
387	0.98	45.384	45.221	45.222	45.156	45.153	45.342	45.16	39.9	3.59
388	0.994	45.383	45.221	45.221	45.156	45.15	45.34	45.16	39.9	3.59
389	0.984	45.384	45.22	45.222	45.157	45.15	45.341	45.158	39.9	3.59
390	0.984	45.385	45.221	45.221	45.156	45.152	45.342	45.159	39.9	3.59
391	0.991	45.386	45.218	45.222	45.157	45.15	45.347	45.16	39.9	3.59
392	0.976	45.385	45.219	45.222	45.15	45.149	45.343	45.16	39.9	3.6
393	1.012	45.387	45.226	45.224	45.151	45.15	45.347	45.159	39.9	3.6
394	1.002	45.388	45.219	45.221	45.153	45.148	45.347	45.163	39.9	3.6
395	0.98	45.388	45.217	45.219	45.154	45.154	45.348	45.159	39.9	3.6
396	0.976	45.386	45.219	45.222	45.156	45.152	45.349	45.162	39.9	3.6
397	0.973	45.387	45.219	45.219	45.154	45.152	45.35	45.16	39.9	3.6
398	0.969	45.387	45.22	45.222	45.154	45.151	45.352	45.161	39.9	3.6
399	1.005	45.39	45.217	45.223	45.152	45.148	45.358	45.16	39.9	3.6
400	0.994	45.388	45.217	45.223	45.153	45.149	45.357	45.162	39.9	3.6
401	0.994	45.39	45.219	45.219	45.153	45.149	45.361	45.162	39.9	3.6
402	0.998	45.388	45.217	45.217	45.151	45.147	45.36	45.16	39.9	3.6
403	0.98	45.387	45.216	45.22	45.153	45.148	45.36	45.16	39.9	3.6
404	0.998	45.387	45.216	45.22	45.151	45.147	45.361	45.161	39.9	3.6
405	0.984	45.386	45.218	45.22	45.154	45.147	45.362	45.16	39.9	3.6
406	0.994	45.385	45.219	45.221	45.154	45.151	45.36	45.162	39.9	3.6
407	0.991	45.386	45.217	45.22	45.153	45.149	45.361	45.161	39.9	3.6
408	0.984	45.385	45.219	45.221	45.154	45.148	45.362	45.164	39.9	3.6
409	0.98	45.386	45.217	45.222	45.154	45.151	45.354	45.161	39.9	3.6
410	0.998	45.389	45.218	45.221	45.156	45.151	45.354	45.164	39.9	3.6
411	1.002	45.387	45.215	45.219	45.151	45.148	45.352	45.162	39.9	3.6
412	0.998	45.388	45.215	45.222	45.151	45.15	45.353	45.161	39.9	3.6
413	1.002	45.387	45.215	45.219	45.15	45.151	45.35	45.164	39.9	3.6
414	1.002	45.389	45.215	45.22	45.148	45.15	45.348	45.163	39.9	3.6
415	0.991	45.388	45.214	45.223	45.152	45.151	45.348	45.163	39.9	3.6
416	0.998	45.388	45.214	45.224	45.149	45.149	45.348	45.163	39.9	3.6
417	1.005	45.386	45.216	45.222	45.151	45.148	45.35	45.16	39.9	3.6
418	1.005	45.388	45.215	45.222	45.148	45.15	45.35	45.161	39.9	3.61
419	1.009	45.386	45.217	45.221	45.15	45.151	45.352	45.161	39.9	3.61
420	1.005	45.385	45.218	45.22	45.15	45.151	45.354	45.161	39.9	3.61
421	1.012	45.388	45.216	45.221	45.148	45.148	45.348	45.162	39.9	3.61
422	0.991	45.387	45.217	45.221	45.149	45.151	45.347	45.163	39.9	3.61
423	0.987	45.385	45.218	45.218	45.149	45.147	45.348	45.162	39.9	3.61
424	0.976	45.388	45.217	45.22	45.15	45.151	45.342	45.161	39.9	3.61
425	0.987	45.386	45.218	45.22	45.151	45.149	45.339	45.163	39.9	3.61
426	0.991	45.389	45.215	45.221	45.151	45.148	45.34	45.16	39.9	3.61
427	1.005	45.389	45.219	45.221	45.147	45.148	45.337	45.16	39.9	3.61
428	0.976	45.388	45.216	45.222	45.146	45.146	45.338	45.163	39.9	3.61
429	0.998	45.388	45.217	45.223	45.149	45.153	45.338	45.162	39.9	3.61
430	0.991	45.389	45.218	45.219	45.149	45.149	45.337	45.16	39.9	3.61
431	0.987	45.386	45.219	45.221	45.151	45.148	45.335	45.159	39.9	3.61
432	0.973	45.39	45.217	45.221	45.152	45.149	45.334	45.159	39.9	3.61
433	0.98	45.389	45.22	45.22	45.15	45.145	45.331	45.161	39.9	3.61
434	0.98	45.389	45.218	45.222	45.148	45.149	45.331	45.161	39.9	3.61
435	0.991	45.388	45.22	45.218	45.147	45.149	45.331	45.16	39.9	3.61
436	0.976	45.388	45.22	45.222	45.151	45.148	45.33	45.161	39.9	3.61
437	0.98	45.389	45.22	45.222	45.15	45.147	45.333	45.161	39.9	3.61
438	0.994	45.391	45.221	45.22	45.151	45.152	45.333	45.161	39.9	3.62
439	0.987	45.388	45.221	45.222	45.151	45.151	45.332	45.158	39.9	3.62
440	1.002	45.392	45.222	45.221	45.151	45.154	45.332	45.161	39.9	3.62
441	0.994	45.391	45.222	45.221	45.151	45.151	45.334	45.161	39.9	3.62
442	0.991	45.391	45.223	45.222	45.151	45.151	45.336	45.16	39.9	3.62
443	0.984	45.391	45.221	45.223	45.151	45.151	45.338	45.157	39.9	3.62
444	0.994	45.391	45.224	45.222	45.154	45.15	45.338	45.159	39.9	3.62
445	0.991	45.39	45.223	45.222	45.15	45.15	45.339	45.157	39.9	3.62
446	0.994	45.392	45.22	45.223	45.15	45.152	45.341	45.158	39.9	3.62
447	1.012	45.392	45.222	45.225	45.148	45.149	45.344	45.159	39.9	3.62
448	1.005	45.39	45.22	45.224	45.148	45.149	45.342	45.156	39.9	3.62
449	1.016	45.39	45.224	45.224	45.149	45.15	45.341	45.158	39.9	3.62
450	0.998	45.388	45.224	45.222	45.151	45.152	45.338	45.159	39.9	3.62
451	1.002	45.389	45.225	45.222	45.153	45.15	45.334	45.158	39.9	3.62
452	1.002	45.39	45.224	45.224	45.153	45.152	45.334	45.159	39.9	3.62
453	1.016	45.392	45.223	45.223	45.155	45.151	45.335	45.157	39.9	3.62
454	1.005	45.392	45.223	45.223	45.154	45.153	45.336	45.156	39.9	3.62
455	1.002	45.388	45.223	45.223	45.154	45.152	45.335	45.155	39.9	3.62
456	0.987	45.392	45.224	45.223	45.151	45.149	45.334	45.155	39.9	3.62
457	1.002	45.393	45.223	45.223	45.153	45.153	45.336	45.155	39.9	3.62
458	0.987	45.39	45.225	45.225	45.155	45.154	45.336	45.157	39.9	3.62
459	0.994	45.391	45.224	45.225	45.151	45.153	45.34	45.156	39.9	3.62
460	1.009	45.391	45.225	45.223	45.153	45.155	45.34	45.155	39.9	3.63
461	1.009	45.389	45.227	45.224	45.153	45.154	45.341	45.158	39.9	3.63
462	1.012	45.39	45.226	45.224	45.154	45.154	45.339	45.157	39.9	3.63
463	0.994	45.391	45.224	45.22	45.155	45.151	45.337	45.157	39.9	3.63
464	0.973	45.391	45.226	45.224	45.155	45.153	45.341	45.156	39.9	3.63
465	0.994	45.391	45.225	45.226	45.155	45.152	45.341	45.158	39.9	3.63
466	1.005	45.391	45.224	45.227	45.152	45.152	45.338	45.157	39.9	3.63
467	1.002	45.389	45.222	45.223	45.157	45.152	45.337	45.157	39.9	3.63
468	0.969	45.389	45.223	45.225	45.156	45.152	45.34	45.158	39.9	3.63
469	0.98	45.388	45.225	45.224	45.152	45.153	45.342	45.156	39.9	3.63
470	0.973	45.39	45.223	45.223	45.154	45.15	45.342	45.158	39.9	3.63
471	0.984	45.388	45.223	45.224	45.154	45.153	45.344	45.156	39.9	3.63
472	0.984	45.388	45.221	45.225	45.155	45.152	45.342	45.156	39.9	3.63
473	1.005	45.389	45.223	45.225	45.156	45.153	45.344	45.156	39.9	3.63
474	0.991	45.386	45.223	45.225	45.157	45.152	45.344	45.158	39.9	3.63
475	1.002	45.387	45.225	45.225	45.154	45.154	45.342	45.156	39.9	3.63
476	0.98	45.387	45.221	45.223	45.152	45.152	45.345	45.157	39.9	3.63
477	0.994	45.388	45.221	45.225	45.154	45.15	45.343	45.156	39.9	3.63
478	1.002	45.386	45.223	45.225	45.157	45.151	45.341	45.158	39.9	3.63
479	0.998	45.389	45.223	45.224	45.154	45.152	45.339	45.157	39.9	3.63
480	0.994	45.388	45.223	45.225	45.155	45.153	45.336	45.155	39.9	3.63
481	1.016	45.389	45.221	45.226	45.158	45.152	45.335	45.156	39.9	3.63
482	0.998	45.388	45.221	45.226	45.157	45.153	45.331	45.156	39.9	3.63
483	1.02	45.391	45.226	45.223	45.159	45.151	45.332	45.155	39.9	3.63
484	1.009	45.386	45.225	45.227	45.16	45.154	45.326	45.158	39.9	3.63
485	0.994	45.387	45.222	45.228	45.158	45.153	45.327	45.158	39.9	3.63
486	1.009	45.388	45.227	45.226	45.158	45.154	45.328	45.158	39.9	3.63
487	1.009	45.387	45.224	45.225	45.158	45.154	45.329	45.161	39.9	3.63
488	0.991	45.39	45.227	45.225	45.158	45.154	45.33	45.159	39.9	3.64
489	1.002	45.388	45.226	45.224	45.158	45.151	45.326	45.16	39.9	3.64
490	0.994	45.391	45.225	45.225	45.158	45.156	45.324	45.157	39.9	3.64
491	1.012	45.39	45.227	45.226	45.16	45.156	45.325	45.157	39.9	3.64
492	0.994	45.389	45.226	45.226	45.158	45.152	45.322	45.159	39.9	3.64
493	1.016	45.392	45.229	45.226	45.158	45.153	45.324	45.16	39.9	3.64
494	1.005	45.389	45.228	45.225	45.157	45.153	45.321	45.157	39.9	3.64
495	1.005	45.389	45.228	45.226	45.157	45.151	45.317	45.161	39.9	3.64
496	0.998	45.388	45.229	45.227	45.156	45.152	45.315	45.158	39.9	3.64
497	1.002	45.391	45.228	45.227	45.157	45.154	45.315	45.159	39.9	3.64
498	1.012	45.39	45.227	45.228	45.156	45.151	45.316	45.159	39.9	3.64
499	0.998	45.391	45.226	45.225	45.158	45.153	45.314	45.16	39.9	3.64
500	1.012	45.388	45.228	45.227	45.157	45.155	45.314	45.16	39.9	3.64
501	1.016	45.391	45.225	45.227	45.156	45.156	45.315	45.159	39.9	3.64
502	1.012	45.391	45.226	45.229	45.155	45.155	45.315	45.161	39.9	3.64
503	1.002	45.389	45.227	45.228	45.156	45.153	45.312	45.16	39.9	3.64
504	1.012	45.391	45.228	45.227	45.159	45.156	45.31	45.157	39.9	3.64
505	1.009	45.39	45.225	45.229	45.158	45.155	45.309	45.16	39.9	3.64
506	1.002	45.39	45.224	45.225	45.16	45.153	45.309	45.156	39.9	3.65
507	1.005	45.392	45.224	45.228	45.16	45.153	45.311	45.159	39.9	3.65
508	1.002	45.387	45.223	45.227	45.158	45.154	45.313	45.161	39.9	3.65
509	0.991	45.388	45.224	45.227	45.157	45.155	45.314	45.157	39.9	3.65
510	1.02	45.387	45.223	45.228	45.157	45.155	45.314	45.159	39.9	3.65
511	1.023	45.39	45.223	45.227	45.156	45.154	45.318	45.156	39.9	3.65
512	1.023	45.389	45.223	45.227	45.158	45.156	45.317	45.158	39.9	3.65
513	1.038	45.389	45.224	45.226	45.16	45.153	45.32	45.16	39.9	3.65
514	0.994	45.388	45.221	45.228	45.156	45.154	45.319	45.158	39.9	3.65
515	1.02	45.39	45.223	45.228	45.157	45.155	45.318	45.161	39.9	3.65
516	1.02	45.392	45.226	45.226	45.162	45.154	45.32	45.159	39.9	3.65
517	1.005	45.388	45.225	45.229	45.159	45.155	45.313	45.16	39.9	3.65
518	1.016	45.389	45.224	45.23	45.16	45.155	45.311	45.161	39.9	3.65
519	1.012	45.39	45.222	45.229	45.157	45.153	45.311	45.162	39.9	3.65
520	1.009	45.39	45.224	45.227	45.157	45.154	45.315	45.159	39.9	3.65
521	1.005	45.389	45.225	45.228	45.159	45.153	45.314	45.163	39.9	3.65
522	1.012	45.388	45.223	45.228	45.155	45.154	45.312	45.161	39.9	3.65
523	0.994	45.387	45.226	45.229	45.158	45.157	45.313	45.161	39.9	3.65
524	1.009	45.387	45.225	45.23	45.16	45.155	45.313	45.163	39.9	3.65
525	1.012	45.388	45.223	45.227	45.162	45.156	45.312	45.163	39.9	3.65
526	1.016	45.389	45.225	45.226	45.157	45.155	45.309	45.16	39.9	3.65
527	1.009	45.386	45.225	45.226	45.157	45.158	45.313	45.16	39.9	3.66
528	1.03	45.387	45.223	45.229	45.159	45.155	45.316	45.163	39.9	3.66
529	1.002	45.388	45.226	45.229	45.158	45.154	45.317	45.163	39.9	3.66
530	1.016	45.387	45.225	45.23	45.158	45.155	45.322	45.165	39.9	3.66
531	1.016	45.387	45.224	45.228	45.158	45.155	45.322	45.163	39.9	3.66
532	1.009	45.391	45.223	45.229	45.157	45.156	45.324	45.162	39.9	3.66
533	1.012	45.386	45.223	45.228	45.159	45.158	45.327	45.159	39.9	3.66
534	1.02	45.388	45.223	45.228	45.158	45.156	45.327	45.161	39.9	3.66
535	1.023	45.387	45.225	45.23	45.157	45.156	45.332	45.163	39.9	3.66
536	1.02	45.388	45.223	45.23	45.16	45.158	45.331	45.161	39.9	3.66
537	1.027	45.387	45.221	45.231	45.161	45.158	45.335	45.16	39.9	3.66
538	1.009	45.388	45.224	45.229	45.162	45.158	45.332	45.159	39.9	3.66
539	1.012	45.389	45.222	45.23	45.161	45.157	45.332	45.159	39.9	3.66
540	1.027	45.389	45.222	45.23	45.16	45.154	45.333	45.163	39.9	3.66
541	1.023	45.387	45.222	45.229	45.158	45.157	45.331	45.161	39.9	3.66
542	0.994	45.389	45.222	45.23	45.158	45.154	45.329	45.161	39.9	3.66
543	1.023	45.387	45.221	45.231	45.16	45.154	45.33	45.161	39.9	3.66
544	1.023	45.387	45.219	45.23	45.157	45.155	45.33	45.162	39.9	3.66
545	1.027	45.388	45.221	45.231	45.159	45.155	45.328	45.161	39.9	3.66
546	1.038	45.387	45.221	45.23	45.158	45.157	45.331	45.16	39.9	3.67
547	1.02	45.386	45.221	45.231	45.159	45.156	45.331	45.163	39.9	3.67
548	1.02	45.389	45.219	45.231	45.159	45.157	45.332	45.162	39.9	3.67
549	1.023	45.389	45.22	45.23	45.16	45.157	45.327	45.164	39.9	3.67
550	1.02	45.387	45.216	45.228	45.16	45.157	45.324	45.162	39.9	3.67
551	1.012	45.385	45.218	45.23	45.159	45.158	45.315	45.163	39.9	3.67
552	1.009	45.386	45.215	45.229	45.159	45.158	45.313	45.163	39.9	3.67
553	1.009	45.389	45.219	45.23	45.16	45.156	45.312	45.16	39.9	3.67
554	1.012	45.388	45.215	45.229	45.158	45.158	45.313	45.161	39.9	3.67
555	1.005	45.388	45.216	45.23	45.161	45.157	45.315	45.163	39.9	3.67
556	1.002	45.387	45.219	45.227	45.163	45.161	45.314	45.161	39.9	3.67
557	1.002	45.385	45.215	45.229	45.164	45.16	45.316	45.161	39.9	3.67
558	1.016	45.386	45.219	45.228	45.161	45.158	45.315	45.159	39.9	3.67
559	1.027	45.384	45.217	45.231	45.16	45.157	45.314	45.161	39.9	3.67
560	1.009	45.384	45.217	45.231	45.161	45.159	45.314	45.16	39.9	3.67
561	1.016	45.388	45.216	45.23	45.164	45.159	45.316	45.162	39.9	3.67
562	1.012	45.385	45.218	45.23	45.163	45.157	45.316	45.161	39.9	3.67
563	1.02	45.385	45.214	45.23	45.162	45.157	45.316	45.161	39.9	3.67
564	1.016	45.386	45.216	45.231	45.164	45.159	45.319	45.161	39.9	3.67
565	0.998	45.387	45.219	45.231	45.161	45.158	45.32	45.162	39.9	3.67
566	1.02	45.385	45.219	45.231	45.16	45.16	45.322	45.162	39.9	3.67
567	1.005	45.387	45.218	45.233	45.16	45.159	45.321	45.162	39.9	3.67
568	1.009	45.385	45.217	45.231	45.163	45.158	45.324	45.162	39.9	3.67
569	1.005	45.386	45.219	45.231	45.158	45.16	45.326	45.163	39.9	3.67
570	1.012	45.386	45.218	45.231	45.163	45.158	45.325	45.161	39.9	3.67
571	1.023	45.386	45.216	45.23	45.161	45.156	45.325	45.162	39.9	3.67
572	1.002	45.387	45.217	45.235	45.16	45.156	45.321	45.161	39.9	3.68
573	1.012	45.386	45.219	45.233	45.158	45.159	45.322	45.163	39.9	3.68
574	0.998	45.387	45.218	45.231	45.158	45.157	45.323	45.163	39.9	3.68
575	1.009	45.388	45.218	45.233	45.158	45.16	45.321	45.164	39.9	3.68
576	1.002	45.386	45.218	45.232	45.162	45.162	45.318	45.163	39.9	3.68
577	1.027	45.386	45.218	45.231	45.163	45.159	45.32	45.162	39.9	3.68
578	1.016	45.388	45.219	45.231	45.16	45.158	45.315	45.163	39.9	3.68
579	1.005	45.387	45.221	45.233	45.163	45.159	45.316	45.163	39.9	3.68
580	1.002	45.387	45.218	45.231	45.161	45.156	45.319	45.164	39.9	3.68
581	1.002	45.387	45.219	45.232	45.159	45.156	45.322	45.162	39.9	3.68
582	1.009	45.387	45.222	45.232	45.158	45.158	45.324	45.163	39.9	3.68
583	1.005	45.386	45.221	45.233	45.158	45.158	45.324	45.163	39.9	3.68
584	1.002	45.386	45.22	45.231	45.161	45.158	45.329	45.161	39.9	3.68
585	1.005	45.388	45.22	45.233	45.159	45.16	45.333	45.164	39.9	3.68
586	1.02	45.387	45.221	45.232	45.159	45.16	45.332	45.161	39.9	3.68
587	1.002	45.388	45.219	45.23	45.161	45.157	45.334	45.163	39.9	3.68
588	1.002	45.385	45.216	45.233	45.162	45.16	45.332	45.161	39.9	3.68
589	0.998	45.387	45.218	45.234	45.164	45.16	45.326	45.162	39.9	3.69
590	1.016	45.388	45.218	45.231	45.159	45.159	45.325	45.161	39.9	3.69
591	0.998	45.388	45.219	45.232	45.162	45.157	45.327	45.166	39.9	3.69
592	1.009	45.386	45.22	45.232	45.161	45.159	45.321	45.163	39.9	3.69
593	0.998	45.385	45.215	45.233	45.158	45.156	45.315	45.165	39.9	3.69
594	1.016	45.384	45.217	45.231	45.162	45.16	45.318	45.163	39.9	3.69
595	1.002	45.388	45.217	45.233	45.159	45.158	45.315	45.167	39.9	3.69
596	1.016	45.388	45.216	45.232	45.16	45.162	45.317	45.168	39.9	3.69
597	0.987	45.384	45.22	45.232	45.163	45.158	45.311	45.163	39.9	3.69
598	1.009	45.384	45.218	45.229	45.161	45.158	45.31	45.165	39.9	3.69
599	1.009	45.385	45.217	45.233	45.158	45.159	45.305	45.164	39.9	3.69
600	1.005	45.384	45.216	45.23	45.162	45.158	45.307	45.163	39.9	3.69
601	1.023	45.386	45.216	45.232	45.161	45.16	45.306	45.163	39.9	3.69
602	1.002	45.384	45.218	45.233	45.161	45.156	45.302	45.168	39.9	3.69
603	0.991	45.387	45.216	45.233	45.164	45.161	45.302	45.164	39.9	3.69
604	1.005	45.385	45.217	45.232	45.165	45.157	45.303	45.166	39.9	3.69
605	1.009	45.384	45.216	45.231	45.162	45.159	45.304	45.164	39.9	3.69
606	1.03	45.387	45.216	45.233	45.165	45.162	45.304	45.166	39.9	3.69
607	1.002	45.384	45.216	45.235	45.165	45.165	45.302	45.167	39.9	3.69
608	1.002	45.383	45.215	45.233	45.166	45.164	45.299	45.165	39.9	3.69
609	1.009	45.385	45.214	45.234	45.165	45.161	45.299	45.164	39.9	3.69
610	1.009	45.389	45.214	45.234	45.166	45.161	45.301	45.163	39.9	3.69
611	1.02	45.387	45.216	45.232	45.162	45.163	45.3	45.167	39.9	3.7
612	1.009	45.389	45.217	45.233	45.163	45.161	45.305	45.165	39.9	3.7
613	1.005	45.388	45.218	45.234	45.165	45.16	45.305	45.167	39.9	3.7
614	0.998	45.389	45.215	45.235	45.167	45.159	45.307	45.166	39.9	3.7
615	1.005	45.388	45.216	45.232	45.167	45.158	45.308	45.165	39.9	3.7
616	0.998	45.386	45.214	45.233	45.167	45.159	45.309	45.165	39.9	3.7
617	1.012	45.387	45.214	45.232	45.167	45.159	45.309	45.166	39.9	3.7
618	1.023	45.387	45.213	45.235	45.165	45.159	45.311	45.167	39.9	3.7
619	1.005	45.388	45.215	45.234	45.164	45.16	45.311	45.17	39.9	3.7
620	1.016	45.388	45.212	45.233	45.164	45.159	45.307	45.166	39.9	3.7
621	1.02	45.383	45.211	45.234	45.164	45.159	45.31	45.167	39.9	3.7
622	1.002	45.384	45.212	45.234	45.164	45.162	45.313	45.17	39.9	3.7
623	1.012	45.385	45.212	45.234	45.165	45.156	45.31	45.169	39.9	3.7
624	1.005	45.385	45.211	45.231	45.16	45.155	45.309	45.167	39.9	3.7
625	1.012	45.387	45.211	45.233	45.161	45.158	45.31	45.169	39.9	3.7
626	1.005	45.387	45.211	45.233	45.162	45.161	45.31	45.171	39.9	3.7
627	1.023	45.387	45.209	45.234	45.168	45.161	45.307	45.168	39.9	3.7
628	1.02	45.388	45.211	45.233	45.166	45.161	45.305	45.17	39.9	3.7
629	1.009	45.387	45.211	45.233	45.164	45.158	45.306	45.169	39.9	3.7
630	1.012	45.388	45.211	45.233	45.163	45.159	45.304	45.167	39.9	3.7
631	0.994	45.384	45.21	45.232	45.167	45.16	45.306	45.172	39.9	3.7
632	0.994	45.386	45.209	45.232	45.166	45.162	45.309	45.168	39.9	3.7
633	1.005	45.386	45.21	45.232	45.165	45.162	45.31	45.167	39.9	3.7
634	1.016	45.39	45.209	45.232	45.163	45.163	45.307	45.17	39.9	3.7
635	1.005	45.385	45.211	45.233	45.165	45.161	45.306	45.171	39.9	3.7
636	1.009	45.388	45.208	45.23	45.165	45.159	45.307	45.168	39.9	3.7
637	1.005	45.387	45.212	45.231	45.166	45.161	45.305	45.169	39.9	3.7
638	1.02	45.385	45.207	45.233	45.165	45.159	45.301	45.168	39.9	3.7
639	1.016	45.385	45.209	45.234	45.163	45.158	45.3	45.171	39.9	3.71
640	1.002	45.388	45.209	45.232	45.165	45.161	45.295	45.169	39.9	3.71
641	1.005	45.386	45.209	45.233	45.164	45.163	45.299	45.168	39.9	3.71
642	1.005	45.385	45.206	45.232	45.163	45.161	45.298	45.167	39.9	3.71
643	1.009	45.383	45.208	45.233	45.165	45.161	45.3	45.168	39.9	3.71
644	1.009	45.386	45.209	45.23	45.163	45.158	45.298	45.166	39.9	3.71
645	0.998	45.385	45.209	45.233	45.163	45.159	45.3	45.166	39.9	3.71
646	1.002	45.383	45.21	45.232	45.162	45.157	45.303	45.165	39.9	3.71
647	0.994	45.386	45.208	45.233	45.163	45.16	45.309	45.166	39.9	3.71
648	1.002	45.386	45.211	45.236	45.163	45.157	45.311	45.165	39.9	3.71
649	1.016	45.384	45.21	45.234	45.162	45.159	45.315	45.167	39.9	3.71
650	1.016	45.387	45.211	45.234	45.163	45.156	45.315	45.162	39.9	3.71
651	0.991	45.384	45.211	45.231	45.164	45.159	45.319	45.168	39.9	3.71
652	1.005	45.384	45.211	45.231	45.162	45.16	45.319	45.164	39.9	3.71
653	1.002	45.383	45.212	45.23	45.163	45.158	45.321	45.166	39.9	3.71
654	1.002	45.383	45.213	45.233	45.164	45.16	45.321	45.166	39.9	3.71
655	1.005	45.384	45.213	45.233	45.167	45.16	45.319	45.164	39.9	3.71
656	1.012	45.383	45.212	45.23	45.164	45.157	45.324	45.167	39.9	3.71
657	0.998	45.383	45.211	45.233	45.163	45.161	45.322	45.167	39.9	3.71
658	0.994	45.381	45.213	45.234	45.162	45.161	45.322	45.167	39.9	3.71
